"Name","Description","Phone","Directions","Website","Email","Cuisines","Horarios","Feactures","Meals","GoodFor","Url"
"Senor de Sipan",,"+56 2 2474 5741","Rancagua 382, Santiago 8320000, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308686-Reviews-Senor_de_Sipan-Santiago_Santiago_Metropolitan_Region.html"
"Cassino Fax",,"+56 2 2222 1639","Avenida Portugal 1076, Santiago 8330815, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308555-Reviews-Cassino_Fax-Santiago_Santiago_Metropolitan_Region.html"
"Soprano's Pizza",,"+ Add phone number","Marchant Pereira 533, Santiago 8320000, Chile",,,"Pizza",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308389-Reviews-Soprano_s_Pizza-Santiago_Santiago_Metropolitan_Region.html"
"Oasisureno",,"+56 2 2274 2104","Marchant Pereira 535, Santiago 8320000, Chile",,,"Fast Food",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308378-Reviews-Oasisureno-Santiago_Santiago_Metropolitan_Region.html"
"Terrazas de Manuel Montt",,"+ Add phone number","Avenida Manuel Montt, 212, Santiago, Chile",,,"Bar, Pub",,,,"Bar scene","https://www.tripadvisor.com/Restaurant_Review-g294305-d7308360-Reviews-Terrazas_de_Manuel_Montt-Santiago_Santiago_Metropolitan_Region.html"
"Gorgonzola",,"+56 2 2221 4838","Avenida Macul, 4203, Santiago, Chile",,,"Pizza",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308334-Reviews-Gorgonzola-Santiago_Santiago_Metropolitan_Region.html"
"Trova Bohemia",,"+56 2 2762 1270","Los Pinones 11, Santiago 8320000, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308321-Reviews-Trova_Bohemia-Santiago_Santiago_Metropolitan_Region.html"
"Cafeteria Tres Lunas",,"+56 2 2688 5381","Avenida Libertador Bernardo o'Higgins 2285, Santiago 8340606, Chile",,,"Cafe",,,"Breakfast",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308269-Reviews-Cafeteria_Tres_Lunas-Santiago_Santiago_Metropolitan_Region.html"
"Tokyosushi",,"+56 2 2481 4016","Avenida Libertador Bernardo o'Higgins 1449, Santiago 8340518, Chile","http://www.tokyosushi.cl/",,"Japanese, Sushi",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308262-Reviews-Tokyosushi-Santiago_Santiago_Metropolitan_Region.html"
"Yong Hong",,"+56 2 2727 8682","Hernando de Aguirre, 3629, Santiago, Chile",,,"Chinese",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308143-Reviews-Yong_Hong-Santiago_Santiago_Metropolitan_Region.html"
"Kuriche",,"+56 2 2556 1941","Franklin 900, Santiago 8361282, Chile",,,"Cafe",,,"Breakfast",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308140-Reviews-Kuriche-Santiago_Santiago_Metropolitan_Region.html"
"Fuentecle",,"+56 2 2277 8055","Avenida Francisco Bilbao, 5359, Santiago, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308093-Reviews-Fuentecle-Santiago_Santiago_Metropolitan_Region.html"
"La Sarten Loca",,"+56 2 2346 8561","Doctor Luis Middleton 1710, Santiago 8320000, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7307992-Reviews-La_Sarten_Loca-Santiago_Santiago_Metropolitan_Region.html"
"Chino Lirio",,"+56 2 2699 6687","Compania de Jesus, 1320, Santiago, Chile",,,"Chinese",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7307940-Reviews-Chino_Lirio-Santiago_Santiago_Metropolitan_Region.html"
"Donde Panchito",,"+56 2 2346 8867","Avenida Antonio Varas, 91, Santiago, Chile",,,"Chilean, South American",,,,"Local cuisine","https://www.tripadvisor.com/Restaurant_Review-g294305-d7307769-Reviews-Donde_Panchito-Santiago_Santiago_Metropolitan_Region.html"
"Starbucks",,"+ Add phone number","Costanera Sur Rio Mapocho 2730 | Piso -1, Local 401, Santiago, Chile",,,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10779126-Reviews-Starbucks-Santiago_Santiago_Metropolitan_Region.html"
"La Bodeguita Del Moro","Restaurant excellent location in Santiago Center, with a varied menu where you can find dishes from U$4.5- Enjoy diferent flavors as cuban, peruvians and chilean food with the best service and quality, feeling the music and decor will transport you to these countries. In addition you can check our daily menu on facebook looking for La Bodeguita del Moro.","+56 2 2697 9559","Roberto Espinoza 718 | esquina 10 de Julio, Santiago 8330766, Chile",,,"Italian, Peruvian, Cuban, Chilean","Monday  12:00 pm - 4:30 pm
Tuesday  12:00 pm - 4:30 pm
Wednesday  12:00 pm - 4:30 pm
Thursday  12:00 pm - 4:30 pm
Friday  12:00 pm - 4:30 pm
","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Television, Highchairs Available, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi","Lunch",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10624535-Reviews-La_Bodeguita_Del_Moro-Santiago_Santiago_Metropolitan_Region.html"
"Baires",,"+56 2 2343 9538","19 de Abril 3561, Santiago 8320000, Chile",,,"Pub, Gastropub",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10495696-Reviews-Baires-Santiago_Santiago_Metropolitan_Region.html"
"Sushi Park",,"+56 2 2727 2591","Avenida Antonio Varas | Local 2, Santiago, Chile","http://www.sushipark.cl/",,"Japanese, Sushi",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7331650-Reviews-Sushi_Park-Santiago_Santiago_Metropolitan_Region.html"
"Cafe al Toque",,"+56 2 2350 4444","Lord Cochrane 417 | Universidad Central, Santiago 8330507, Chile",,,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10083359-Reviews-Cafe_al_Toque-Santiago_Santiago_Metropolitan_Region.html"
"Capriccio",,"+56 2 2599 4000","Rosario Nte 101-111 | Las Condes, Santiago, Chile",,,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d12548155-Reviews-Capriccio-Santiago_Santiago_Metropolitan_Region.html"
"Doggis",,"+56 32 254 3300","Freire | Local 4 el Belloto, Santiago 2240000, Chile","http://www.doggis.cl/",,"Chilean, South American",,,,"Local cuisine","https://www.tripadvisor.com/Restaurant_Review-g294305-d7336106-Reviews-Doggis-Santiago_Santiago_Metropolitan_Region.html"
"Sumaq & Miski",,"5626990472","Teatinos 416, Santiago 8340348, Chile","https://www.facebook.com/Sumaq-Miski-442456419146192/","reservas@sumaqmiski.com","Peruvian, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7784733-Reviews-Sumaq_Miski-Santiago_Santiago_Metropolitan_Region.html"
"Portalon",,"+56 2 2955 7339","Jose Alcalde Delano 10425 | Patio La Dehesa, Locales 16 - 19, Lo Barnechea, Santiago 7690698, Chile","http://www.portalon.cl/",,,"Sunday  1:00 pm - 5:00 pm
Monday  1:00 pm - 12:00 am
Tuesday  1:00 pm - 12:00 am
Wednesday  1:00 pm - 12:00 am
Thursday  1:00 pm - 12:00 am
Friday  1:00 pm - 3:00 am
Saturday  1:00 pm - 3:00 am
",,"Lunch, Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10507478-Reviews-Portalon-Santiago_Santiago_Metropolitan_Region.html"
"Cafe Pardo",,"+56 2 2885 4275","Av. Providencia 903 | Esquina Jose Manuel Infante, Santiago 8320000, Chile","http://www.cafepardo.cl/","contacto@cafepardo.cl","Cafe, Healthy",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d8407467-Reviews-Cafe_Pardo-Santiago_Santiago_Metropolitan_Region.html"
"Telepizza",,"+56 2 2732 5511","Avenida Independencia 1028, Santiago 8320000, Chile","https://www.telepizza.cl/",,"Pizza",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7352342-Reviews-Telepizza-Santiago_Santiago_Metropolitan_Region.html"
"Mass Massia",,"+ Add phone number","La Concepcion 81, Santiago 8320000, Chile",,,"Cafe",,,"Breakfast",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308234-Reviews-Mass_Massia-Santiago_Santiago_Metropolitan_Region.html"
"Telepizza",,"56-2-2040101","Avenida Pedro de Valdivia 3562 | Duble Almeida, Nunoa, Santiago, Chile","https://www.telepizza.cl/",,"Pizza",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7359143-Reviews-Telepizza-Santiago_Santiago_Metropolitan_Region.html"
"NIU Sushi Bar & Delivery - La Dehesa.",,"+(56)22479001","Avenida La Dehesa 1201 | local 102, Torre Norte., Santiago 7690277, Chile","https://www.niusushi.cl/",,"Japanese, Sushi",,"Delivery, Takeout",,"Families with children","https://www.tripadvisor.com/Restaurant_Review-g294305-d8557467-Reviews-NIU_Sushi_Bar_Delivery_La_Dehesa-Santiago_Santiago_Metropolitan_Region.html"
"Vaquita Sabrosa",,"+56 2 2204 9481","Avenida Manuel Montt 1646, Santiago, Chile","http://www.vaquitasabrosa.cl/",,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7355396-Reviews-Vaquita_Sabrosa-Santiago_Santiago_Metropolitan_Region.html"
"Poker Bar",,"+ Add phone number","Calle San Antonio 168, Santiago 8320000, Chile","https://www.facebook.com/fuentedesodapokerbar/?rf=408311009233443","pokerbarcentro168@gmail.com",,"Monday  10:00 am - 10:00 pm
Tuesday  10:00 am - 10:00 pm
Wednesday  10:00 am - 10:00 pm
Thursday  10:00 am - 10:00 pm
Friday  10:00 am - 10:00 pm
Saturday  10:00 am - 10:00 pm
",,"Lunch, Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d12438359-Reviews-Poker_Bar-Santiago_Santiago_Metropolitan_Region.html"
"Billi Boy's",,"+ Add phone number","Avenida Providencia 2358, Santiago 8320000, Chile",,,"Fast Food",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308633-Reviews-Billi_Boy_s-Santiago_Santiago_Metropolitan_Region.html"
"Schopdog",,"+56 2 2664 9022","Paseo Huerfanos, 944, Santiago, Chile","http://www.schopdog.cl/",,"Bar, Pub",,,,"Bar scene","https://www.tripadvisor.com/Restaurant_Review-g294305-d7351832-Reviews-Schopdog-Santiago_Santiago_Metropolitan_Region.html"
"McDonald's",,"+56 800 721 000","Exposicion 1 | Local 1, Santiago 9160000, Chile","http://www.mcdonalds.cl/",,"Fast Food",,,"Lunch",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7347700-Reviews-McDonald_s-Santiago_Santiago_Metropolitan_Region.html"
"Outback Steakhouse",,"+56 2 3203 9395","Av. Jose Alcalde Delano N 10. 492 | esquina Los Trapenses, Local 1064, Santiago 8320000, Chile","http://outbacksteakhouse.cl/",,"American, Barbecue, Steakhouse, Grill","Sunday  8:00 am - 11:00 pm
Monday  8:00 am - 11:00 pm
Tuesday  8:00 am - 11:00 pm
Wednesday  8:00 am - 11:00 pm
Thursday  8:00 am - 11:00 pm
Friday  8:00 am - 11:00 pm
Saturday  8:00 am - 11:00 pm
","Reservations, Seating, Waitstaff, Wheelchair Accessible","Breakfast, Lunch, Dinner","Families with children, Kids","https://www.tripadvisor.com/Restaurant_Review-g294305-d7722962-Reviews-Outback_Steakhouse-Santiago_Santiago_Metropolitan_Region.html"
"Pizza In",,"+ Add phone number","Calle Huerfanos 702, Santiago, Chile",,,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d11921207-Reviews-Pizza_In-Santiago_Santiago_Metropolitan_Region.html"
"Rincon Brasilero",,"+ Add phone number","Manuel Montt 116 | Providencia, cerca del metro Manuel Montt, Santiago, Chile",,,"Latin, Spanish",,"Reservations",,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d2711196-Reviews-Rincon_Brasilero-Santiago_Santiago_Metropolitan_Region.html"
"Ammen Restaurant",,"+ Add phone number","General Flores 229, Santiago, Chile","https://www.facebook.com/login.php?next=https%3A%2F%2Fwww.facebook.com%2Fpages%2F",,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10688048-Reviews-Ammen_Restaurant-Santiago_Santiago_Metropolitan_Region.html"
"Rock The Food Sushi",,"22230112","Avenida Irarrazaval 1998 | uoa, Santiago 7770553, Chile","https://www.facebook.com/RockTheFood/photos/a.509394615758705.110073.497601796937987/1486771284687695/?type=3&theater",,"Sushi",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10177138-Reviews-Rock_The_Food_Sushi-Santiago_Santiago_Metropolitan_Region.html"
"Ru Yi",,"+56 2 2224 7644","Avenida Cuarto Centenario, 1009, Santiago, Chile",,,"Chinese",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7307970-Reviews-Ru_Yi-Santiago_Santiago_Metropolitan_Region.html"
"Doggis",,"+56 2 2293 5479","Avenida Americo Vespucio 33, Santiago 8320000, Chile","http://www.doggis.cl/",,"Chilean, South American",,,,"Local cuisine","https://www.tripadvisor.com/Restaurant_Review-g294305-d7322299-Reviews-Doggis-Santiago_Santiago_Metropolitan_Region.html"
"Doggis",,"+56 2 2586 3139","Avenida Vicuna Mackenna Oriente 7110 Local 203 | Mall Plaza Vespucio, Santiago, Chile","http://www.doggis.cl/",,"Chilean, South American",,,"Lunch","Local cuisine","https://www.tripadvisor.com/Restaurant_Review-g294305-d7354150-Reviews-Doggis-Santiago_Santiago_Metropolitan_Region.html"
"Magno Club",,"+ Add phone number","Dardignac 0145 | Providencia, Santiago 8320000, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d3802533-Reviews-Magno_Club-Santiago_Santiago_Metropolitan_Region.html"
"Doggis",,"+56 2 2481 9950","Gran Avenida Jose Miguel Carrera 6150, Santiago, Chile","http://www.doggis.cl/",,"Chilean, South American",,,,"Local cuisine","https://www.tripadvisor.com/Restaurant_Review-g294305-d7343194-Reviews-Doggis-Santiago_Santiago_Metropolitan_Region.html"
"Tavelli",,"+56 2 3223 9766","Avenida Apoquindo 4820 | Local 102, Santiago 8320000, Chile","http://www.tavelli.cl/",,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d9991703-Reviews-Tavelli-Santiago_Santiago_Metropolitan_Region.html"
"Telepizza",,"56-2-7435000","Avenida Americo Vespucio 51, Santiago 8320000, Chile","https://www.telepizza.cl/",,"Pizza",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7331924-Reviews-Telepizza-Santiago_Santiago_Metropolitan_Region.html"
"Greenhouse Coffee",,"+ Add phone number","Avenida Italia 1325 | Local 11, Santiago 8320000, Chile","https://www.facebook.com/greenhousebarrioitalia/","greenhousecoffeeitalia@gmail.com",,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10488008-Reviews-Greenhouse_Coffee-Santiago_Santiago_Metropolitan_Region.html"
"Buffet Express",,"+56 2 2481 8746","Avenida Libertador Bernardo o'Higgins 1449 | Local 1517, Santiago 8340518, Chile","http://www.buffet-express.cl/","contacto@buffetexpress.cl","Fast Food",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7348746-Reviews-Buffet_Express-Santiago_Santiago_Metropolitan_Region.html"
"Zafferano Restaurante",,"+56 2 2270 8000","Monsenor Sotero Sanz 115 | Providencia, Santiago 7500007, Chile","http://www.solacehotel.cl/santiago/restaurant/?lang=en","zafferano@solacehotel.cl","Mediterranean","Sunday  6:30 am - 11:00 pm
Monday  6:30 am - 11:00 pm
Tuesday  6:30 am - 11:00 pm
Wednesday  6:30 am - 11:00 pm
Thursday  6:30 am - 11:00 pm
Friday  6:30 am - 11:00 pm
Saturday  6:30 am - 11:00 pm
","Reservations, Outdoor Seating, Seating, Waitstaff, Parking Available, Validated Parking, Free Off-Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi","Breakfast, Lunch, Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d12162539-Reviews-Zafferano_Restaurante-Santiago_Santiago_Metropolitan_Region.html"
"Panaderia Caribe Delicias Colombianas",,"+ Add phone number","Compania de Jesus 1319, Santiago 8340349, Chile","http://www.panaderiacaribe.cl/",,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10486430-Reviews-Panaderia_Caribe_Delicias_Colombianas-Santiago_Santiago_Metropolitan_Region.html"
"DonBife",,"+ Add phone number","Costanera Center | Nivel 5 Local 5508, Santiago 8320000, Chile","http://www.costaneracenter.cl/mall/restaurantes/detalle/17",,"Barbecue",,,"Lunch",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d3835119-Reviews-DonBife-Santiago_Santiago_Metropolitan_Region.html"
"Noah Sushi",,"22110666","IV Centenario 979 | Local 104, Santiago, Chile","http://www.noahsushi.cl/",,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d9710836-Reviews-Noah_Sushi-Santiago_Santiago_Metropolitan_Region.html"
"Nattura",,"+56 2 2762 1029","Los Pinones 55, Santiago 8320000, Chile",,,"Healthy",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308314-Reviews-Nattura-Santiago_Santiago_Metropolitan_Region.html"
"Ummo",,"56-2-7855672","Perez Valenzuela 1470 | Providencia, Santiago 8320000, Chile","http://www.ummo.cl/","restaurantummo@gmail.com","Chilean, South American","Monday  1:30 pm - 3:30 pm
Tuesday  1:30 pm - 3:30 pm
Wednesday  1:30 pm - 3:30 pm / 6:30 pm - 4:00 am
Thursday  1:30 pm - 3:30 pm / 6:30 pm - 4:00 am
Friday  1:30 pm - 3:30 pm / 6:30 pm - 4:00 am
Saturday  6:30 pm - 4:00 am
","Reservations","Lunch, Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d1083668-Reviews-Ummo-Santiago_Santiago_Metropolitan_Region.html"
"Schopdog",,"+56 2 2483 2310","Mar Tirreno 3349 | Local 1085, Santiago 8320000, Chile","http://www.schopdog.cl/",,"Bar, Pub",,,,"Bar scene","https://www.tripadvisor.com/Restaurant_Review-g294305-d7356212-Reviews-Schopdog-Santiago_Santiago_Metropolitan_Region.html"
"Tamarugo Restaurant",,"+ Add phone number","SCL Airport near Gate 22, Santiago 8320000, Chile",,,"Delicatessen",,"Wheelchair Accessible",,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d3599628-Reviews-Tamarugo_Restaurant-Santiago_Santiago_Metropolitan_Region.html"
"Surreal Resto Bar",,"3334928","Paseo Orrego Luco 26, Santiago 8320000, Chile","http://surrealrestobar.cl/",,"Spanish","Monday  4:00 pm - 2:00 am
Tuesday  4:00 pm - 2:00 am
Wednesday  4:00 pm - 2:00 am
Thursday  4:00 pm - 2:00 am
Friday  4:00 pm - 2:00 am
Saturday  4:00 pm - 2:00 am
",,"Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d2258283-Reviews-Surreal_Resto_Bar-Santiago_Santiago_Metropolitan_Region.html"
"Capricho Espanol",,"+56 2 2777 7674","Purisima 65 | Cerrillos, Santiago, Chile",,,"Chilean, South American",,"Reservations",,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d2239344-Reviews-Capricho_Espanol-Santiago_Santiago_Metropolitan_Region.html"
"Frutos",,"+ Add phone number","Compania 1230, Local 301 | Patio de Comidas Mall Espacio M, Santiago 8340356, Chile","http://www.frutosrestaurant.cl/",,"International",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10302151-Reviews-Frutos-Santiago_Santiago_Metropolitan_Region.html"
"Peru Nikkei",,"+56 2 2222 3237","Santa Isabel 321, Santiago 8331059, Chile",,,"Japanese, Peruvian, Sushi, Asian, Fusion, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d8261228-Reviews-Peru_Nikkei-Santiago_Santiago_Metropolitan_Region.html"
"McDonald's",,"+56 800 721 000","Santa Amalia 1763 | esq. Trinidad, Santiago 8320000, Chile","http://www.mcdonalds.cl/",,"Fast Food",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7363434-Reviews-McDonald_s-Santiago_Santiago_Metropolitan_Region.html"
"La Maqueta Tapas Bar",,"+56 9 8340 1817","Aguas Claras, 1700 | Esquina Principe de Gales, Santiago, Chile","http://lamaquetachile.cl/","nicolas@lamaquetachile.cl","Brew Pub, Bar, Pub, Gastropub",,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Parking Available, Street Parking, Validated Parking, Free Off-Street Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi",,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d11906526-Reviews-La_Maqueta_Tapas_Bar-Santiago_Santiago_Metropolitan_Region.html"
